,submit
295,2867.3447872587435
296,2217.442423040337
297,2474.5507185498595
298,377.51154867481154
299,418.5786424484395
300,118.24201856844685
301,3219.603270083544
302,2867.6756034787704
303,1734.819656793828
304,1628.0488666438237
305,2302.765524677123
306,4983.665735726307
307,1484.5757811807682
308,2949.786192111727
309,4606.528751572516
310,1549.7020752879666
311,3176.045468911658
312,1724.3775134539453
313,2735.2166227664684
314,1667.6159807680592
315,1041.171296858729
316,3703.7315582764995
317,3014.99588149657
318,3677.9018089249203
319,1573.8245886891184
320,1426.550556005089
321,1526.0879000932982
322,3089.112544426424
323,3482.043077801178
324,3343.1772265210902
325,3002.547401355901
326,122.55989198033426
327,2212.884323541785
328,758.5905973578155
329,542.6847582616798
330,239.20052058281001
331,3698.483057232945
332,3952.4302880540963
333,92.34901847725828
334,1799.9505878223492
335,2050.1865020162672
336,1008.0267661972075
337,1526.9307218474028
338,3542.351579255683
339,3364.931623150118
340,2563.42461871077
341,736.5504858826499
342,2728.2923567469893
343,3820.533960416959
344,1802.2183382182563
345,2738.1881049465333
346,2308.9133178539296
347,5963.113996695847
348,2468.86372743846
349,1524.3039751108156
350,2441.263870695965
351,659.567393537494
352,256.81751085377334
353,658.6048970873071
354,3045.28030116827
355,3125.5699177950783
356,2397.6091148933065
357,1054.410790002693
358,2884.4484068235292
359,2894.5854679674962
360,508.3567405500939
361,2250.7504467209105
362,1511.0362468738917
363,888.1344453237
364,646.8941341940694
365,1670.548082693814
366,1463.889918266818
367,1798.2357410851184
368,2699.289012283654
369,2956.537771198612
370,4774.356384113297
371,422.39885018965344
372,387.0009487888759
373,3678.7793981796835
374,4459.543697799847
375,1703.6746134777857
376,4012.718908353173
377,923.6290287084499
378,2495.0262222228907
379,2856.656420749752
380,1169.8983888270093
381,3473.73760035097
382,1350.8180415627826
383,43.470348874116084
384,1645.1005607367395
385,274.7530922763561
386,300.5139646223899
387,3196.152262429991
388,1873.6264790756748
389,1336.599719722401
390,3147.811167248733
391,4741.3067286325495
392,2130.2894564092003
393,390.05043181302534
394,2292.7774910722505
395,2307.036551344856
396,1504.803611412905
397,1817.6390086093256
398,2626.267360044113
399,1610.7123079317937
400,2261.8923767572833
401,866.904097265262
402,2747.9535618524956
403,295.4928173286704
404,2422.42234579747
405,3416.13717804687
406,837.7154039697464
407,2886.5076531287127
408,1393.3794785150899
409,295.40666931622957
410,2912.4323439971845
411,2518.636786936675
412,841.3836538499476
413,2833.867999812206
414,1704.6473173296097
415,308.3055211010025
416,3700.55856402924
417,702.2276822328238
418,403.045230230719
419,5446.121051923607
420,1734.6687753035692
421,1254.8643079735245
422,1104.982670708012
423,1845.1215112171678
424,2241.1793209483826
425,3072.825343579577
426,5202.594089310579
427,976.9118106696438
428,3231.8107681099386
429,1136.7963380962728
430,1160.0479902266084
431,2780.8481023941035
432,404.3206252323785
433,1737.4889270677413
434,2940.749405069376
435,5642.795139720586
436,247.5160807190013
437,1493.1730202064105
438,3320.4529428010596
439,2548.7429703110047
440,1797.1336299809334
441,2707.7347838461874
442,682.547509979512
443,1432.3001371648243
444,2577.648769350258
445,1781.8415179243837
446,2697.727922934972
447,3350.2258579060003
448,5136.478849887235
449,2122.4040054263596
450,298.04889170949315
451,400.06764906579514
452,2941.8922785895966
453,2470.718119619676
454,2526.786020629361
455,1796.213222623065
456,2004.0648500391474
457,1523.3123509255183
458,3213.4114694972523
459,1697.9518922627976
460,2308.9937228514555
461,1945.4399063987144
462,751.2718257806824
463,2104.530092289782
464,4896.083864574325
465,404.8937569698763
466,1605.9227229121839
467,601.5902017214446
468,4691.0334703445205
469,1426.34368549486
470,5299.017149735869
471,1308.5540645544854
472,2714.5818296013276
473,-18.0359797860051
474,-17.483609115918128
475,852.1448401487994
476,3127.8553684292597
477,3335.747626391425
478,266.11199082954965
479,-704.3503697828266
480,3943.4246159128293
481,1264.0935373063135
482,2450.51940848707
483,3680.117864636854
484,3518.935828491121
485,1793.3573976315924
486,3835.2726257431095
487,2798.64986939269
488,3737.713153752356
489,1405.482274112502
490,2457.110852419138
491,3772.98672617026
492,2583.337139543981
493,1536.8140830568175
494,345.10620218858855
495,2945.472496754545
496,1929.8200955813647
497,4296.521913594245
498,3116.7237181008104
499,2321.310312933925
500,2196.308012128403
501,490.9063019052248
502,1430.2605011383935
503,3538.8861116646103
504,771.480295967627
505,2804.1313848372515
506,231.94890312910275
507,1968.037646672221
508,3151.3691658076955
509,3464.901919148502
510,3151.0269964670324
511,3861.880568868561
512,182.42914368163375
513,1733.449220470436
514,2851.7512843325817
515,2853.2465425535615
516,255.12185962196463
517,3807.887696274749
518,2408.564835762753
519,415.5552104168142
520,1593.169560702178
521,750.5978986610658
522,642.6535779526251
523,1819.6872815863062
524,5362.270356551663
525,6476.596024560955
526,2852.1030381709734
527,1704.2980704054785
528,531.5376479692634
529,3314.291820793127
530,1149.802318063203
531,3578.487766734508
532,1654.7073940260152
533,1988.33223190436
534,765.6035335963923
535,3372.850726708674
536,1881.2365837180114
537,4047.8875950393212
538,2214.666995330849
539,4182.922936063231
540,2817.2560165837394
541,456.22744950438727
542,1442.4772757381138
543,263.7001861053967
544,3824.93316997419
545,6873.782655412638
546,2545.9382976649113
547,711.865595860255
548,3602.7399936555585
549,5595.954785530738
550,1190.6137499559059
551,1502.9858465906198
552,381.3085284108059
553,3828.1369888665477
554,2531.569266945804
555,1357.27805585718
556,3751.724729217108
557,354.42889588622637
558,2724.820500738653
559,3590.271119204511
560,2467.219463651184
561,868.7944052669264
562,3371.865656165319
563,2990.6607163129515
564,3707.0905360606657
565,4533.940383329198
566,4546.022843529036
567,1934.198604308477
568,1305.3990872529548
569,3226.2502151611675
570,1343.162443006372
571,2804.010168720677
572,1529.3483209099134
573,1591.0074464198606
574,2765.004122753156
575,309.4405201358454
576,360.65069106807533
577,966.7417072342007
578,419.80433745930856
579,2286.945714377202
580,3480.0455809386776
581,457.93859314183794
582,3801.1462943756405
583,2753.4070714183185
584,1420.3439248539903
585,3450.638333130792
586,5009.042249945612
587,777.9321384421474
588,3074.333406395811
589,2826.839846569529
590,4867.827321398799
591,1271.9786208532298
592,2737.499198623363
593,3720.2310202403874
594,2874.1254517225
595,737.2852020729658
596,1809.064686597255
597,1861.7866200560482
598,3027.6414588692633
599,2008.474036811311
600,3053.193965456946
601,2912.1898552889434
602,2556.2880871013795
603,1659.365231523038
604,2282.9088792910516
605,6240.948591869777
606,1962.9258167783692
607,1351.1358977423772
608,922.4542528809909
609,485.6770447574027
610,440.49688278847935
611,2012.085450647611
612,3190.7650343119876
613,3913.4636916244845
614,2072.493996682067
615,306.2403714853872
616,1278.2516213523652
617,841.1150997167682
618,1168.4242964221999
619,247.96470263561162
620,655.4987016958079
621,328.7405469385966
622,1791.8579003721957
623,2797.404531561217
624,3056.90555969865
625,2420.683640057382
626,163.49703100953306
627,3031.210362429205
628,1386.2254313064782
629,933.4285105263758
630,2440.9411447845177
631,1757.015578799592
632,1515.887352507994
633,856.2313851671646
634,1355.151950817806
635,451.7580200053028
636,2322.738388376817
637,729.8914386442373
638,1340.4411503478802
639,3178.4100321646356
640,665.2784724922311
641,2340.9926652868317
642,5186.615093388125
643,2952.9884823211455
644,1948.96779295157
645,2261.2729329096014
646,2242.718884250055
647,2835.8595148134714
648,1020.3650879280034
649,367.47320262121787
650,1888.5614754803103
651,4399.189407430249
652,1637.6772927806053
653,2879.6494686088663
654,2996.2853098000664
655,3868.7661577700833
656,742.3628529735952
657,263.98466948371924
658,5324.349873422347
659,4695.402186710813
660,2411.965490139694
661,3455.412452782799
662,4573.262515874063
663,3137.343485858383
664,596.8244193037623
665,1736.428762169276
666,2960.9634483741247
667,1604.846498286347
668,2270.122209933155
669,3629.4869918188306
670,491.35417035754494
671,2901.747542008688
672,4234.261339706844
673,1894.4726620164824
674,51.92767499463612
675,1626.9817978799144
676,1553.6116015169393
677,558.6844022435374
678,1802.4394353061728
679,2977.9483291457777
680,1556.9639928116885
681,5992.101905991227
682,1938.4253839398295
683,343.886585418773
684,2660.026457015529
685,3364.414515899172
686,1998.4724960015537
687,3128.6687911959502
688,3336.40502490442
689,43.931188672152565
690,6272.200179644822
691,1696.47989277589
692,1819.918911810574
693,2224.5874445941977
694,382.5910549082822
695,1857.7903834806243
696,4331.935684122327
697,662.1874229057337
698,3303.263285592499
699,2447.9288595289313
700,3481.717766513321
701,1936.2043565395286
702,1621.4720690396896
703,947.401892007019
704,2008.1783865942862
705,3568.4390354010857
706,683.1631012591233
707,3235.510958565938
708,3536.629429558106
709,3052.819087423455
710,3123.105697112613
711,3063.5262088722475
712,3757.647529434731
713,787.5982394150105
714,1642.8858165783447
715,2505.2287057041476
716,2554.9547551530386
717,258.9433927349981
718,3341.5398407481257
719,543.1454845534915
720,1227.7308742585374
721,704.5758696620081
722,273.08995241244077
723,2700.4009870381674
724,3330.7824702221924
725,2886.895119361501
726,959.7699684251482
727,1564.9877574637421
728,5128.178554659408
729,2679.622322812836
730,1641.7552687506316
731,1765.4732791240772
732,3629.743358807846
733,295.9778725534971
734,2342.6306826484624
735,1722.307916521488
736,2866.7252374672553
737,929.1470141129564
738,4278.197399122968
739,1311.2017868736339
740,1700.6883920001437
741,2036.8287029797682
742,3065.1801930709894
743,2259.772554556003
744,3663.648759191389
745,2183.1353378430485
746,4327.723207123319
747,3893.2738816249507
748,4891.021507313592
749,901.4704168062653
750,6351.326632990539
751,2904.3800535579653
752,2698.804449207779
753,733.086440632824
754,1882.8168138429248
755,2929.3336114297545
756,1965.9733854921926
757,2304.4986411824966
758,2293.5246035917585
759,971.4839747585281
760,4011.9704114039523
761,1784.7985998364024
762,3458.631914769078
763,1297.9640934318159
764,2923.1034494433748
765,2510.1987853145292
766,5171.556595233357
767,2191.5977338302628
768,1527.3786832572994
769,2599.921656046578
770,995.9955590230056
771,3411.2184195717223
772,2855.4083646724357
773,-18.978530576118814
774,445.50924901242183
775,3030.0935133328435
776,3121.240619095873
777,3197.4461577183943
778,2298.7303969523164
779,4501.576067251353
780,1412.4462881962788
781,1825.1285467247505
782,1137.8679018683836
783,696.0796042032779
784,2565.6368986471216
785,-37.41901189183859
786,1407.318093602706
787,2865.6745202320003
788,886.2956435257103
789,1905.520858774547
790,2818.5935692066087
791,2799.691969657625
792,712.2239110860899
793,3840.1479301338413
794,1986.3543324009916
795,1158.924489207022
796,3968.709630784311
797,869.945290624056
798,2460.2640532332052
799,503.2851057654441
800,1505.549972399944
801,3341.802600457299
802,2399.1523006606503
803,260.00568495937523
804,1406.5986893944178
805,3237.544479626273
806,2870.4483519983287
807,3439.5824040375624
808,2962.321696845707
809,2387.9033360949325
810,1985.8696242434637
811,3090.2830231202533
812,1448.595478395778
813,1490.2744415983973
814,2358.3364687098983
815,2813.8246563689304
816,2714.2700847694873
817,4267.355711473518
818,2725.6008093921323
819,3383.238906332317
820,-4.5020866444999
821,4984.5096608514505
822,274.9882074680688
823,1590.0081353206872
824,499.4273687405681
825,1421.4844750876548
826,2718.5985360558784
827,3186.961279703019
828,440.7896812529183
829,549.8863192081365
830,1404.9267024231385
831,174.98509212353542
832,3836.518556490613
833,1906.893971567519
834,2266.1399107893008
835,2538.1494847780555
836,2820.8686157460393
837,3009.1544060562014
838,2083.737421706637
839,735.5425983178808
840,4693.527260611119
841,395.4355131626512
842,589.3458377698693
843,736.6030535067564
844,2583.9272135289534
845,664.1576409066028
846,1802.16732859824
847,827.4698394878151
848,1705.2530032423415
849,2687.5758474946742
850,3176.79536524283
851,4130.851440816315
852,6050.0108463942015
853,3110.7504595589903
854,699.9142448697687
855,3359.510983638112
856,1496.841150693883
857,2968.750855598191
858,327.83990571367144
859,3212.6071103246027
860,1749.812188499897
861,6114.904362672129
862,1807.5504099426603
863,1367.644057569959
864,1637.4498689307907
865,673.7628005980758
866,6552.2319386571935
867,2725.523835110602
868,2441.0066033481407
869,4583.2075210446665
870,2172.818210089168
871,314.6552920599568
872,1045.5123696767093
873,2844.844550573872
874,2577.770853478656
875,20.392728504528833
876,1254.535638725581
877,1052.2585232672384
878,755.8153764187566
879,739.6974074595541
880,1501.0166794031677
881,5200.654359959832
882,2955.20422950762
883,1301.8499881688188
884,4725.173675614418
885,3218.696927293718
886,2947.876442393075
887,401.17449958167003
888,298.97250726123156
889,2761.600922549769
890,969.5298915672851
891,1428.1516055507866
892,1500.620587022693
893,3300.0266703127654
894,1410.905349414181
895,3890.504819678632
896,3911.8449577543793
897,1760.2325361292476
898,1288.981559568112
899,1458.5137633844272
900,493.2667530195278
901,1860.6102977465255
902,2252.0390498444644
903,343.58921930610484
904,3168.249315285178
905,2639.8721785478083
906,1905.4890655427814
907,1350.1124599513757
908,2946.4633526113084
909,717.471544277976
910,2911.459502425866
911,-12.710703935742375
912,2974.470416975932
913,1970.968851998453
914,2436.3480822972256
915,3187.80437178516
916,283.97266066536724
917,1585.4877709798373
918,7610.399999546227
919,1258.443683943029
920,2576.320404228851
921,1509.2227784220756
922,2774.6442213084383
923,2188.8224706474266
924,689.8214850310278
925,1829.0383444487436
926,2167.0000371911506
927,3802.1413256233905
928,2272.052046546702
929,1484.332446042751
930,-122.20147166922852
931,6070.729610695493
932,3695.8111569610683
933,2398.3327519752397
934,5147.030828534595
935,1647.7512007056341
936,223.34227178969138
937,2319.1962849563115
938,357.9448417626917
939,4309.983234411506
940,5336.995806320085
941,1920.4838059538115
942,2312.829724349349
943,344.3424955084085
944,1424.5603157533894
945,276.37992916490845
946,842.6440000939676
947,751.1463907213039
948,2463.5960293610224
949,1170.027353411178
950,3662.4260291361093
951,4539.470318924201
952,1427.8983138225585
953,2159.6161008446275
954,828.5203058256453
955,1450.4670653934377
956,1089.1817616157782
957,2332.88774453834
958,989.7623912011343
959,2658.140358548453
960,1838.254458287789
961,4399.0614146562875
962,2703.370460655247
963,459.18364386604287
964,2060.8751242638577
965,1943.2666540886914
966,1878.033726470304
967,4233.509166961738
968,2859.728307918953
969,274.7530922763561
970,5579.258661451495
971,2250.1830066838847
972,5120.233504912836
973,2797.79637121645
974,744.7113774600994
975,3228.5087424274575
976,739.2700204110498
977,1892.7955020220802
978,2742.8900722710223
979,1615.2130420148142
980,2521.703664500329
981,1167.6752986121764
982,2645.8692500264565
983,4714.427607989036
984,3002.6434124921834
985,1621.1754284073058
986,3317.0900501967512
987,881.1813214531652
988,663.5715220238927
989,3557.4386884895425
990,1624.580354557635
991,1621.4978584534235
992,3184.0002960199463
993,4054.0869375502293
994,6521.408099709437
995,3706.6687560092864
996,2534.3252651757425
997,1682.266267268255
998,2256.2835429520173
999,1331.730075288952
1000,2897.804435577668
1001,2937.269402996587
1002,2972.4355916438726
1003,3973.1651592234716
1004,1671.591296722442
1005,2925.17991432145
1006,3512.605966168295
1007,1822.0032702368337
1008,3007.614952087745
1009,3761.558456639261
1010,1736.9829161128764
1011,285.249686647467
1012,2243.6589233412715
1013,1057.5118325000167
1014,1077.413069888421
1015,1591.482823568104
1016,1107.5691883331635
1017,3472.0914187567237
1018,2787.487181735205
1019,2773.0222436790646
1020,6453.983561362081
1021,2339.4101843382023
1022,3778.614209737838
1023,365.40790130525477
1024,550.3595304769831
1025,994.9802313916853
1026,4099.794562064563
1027,3380.6540260197935
1028,2703.935286465334
1029,3543.508861614104
1030,995.1812007812357
1031,1903.0336297526317
1032,2895.9163663224217
1033,1264.0464938600542
1034,1422.7858038934228
1035,6158.616453134058
1036,4356.948895034341
1037,1775.5473563510952
1038,5237.281513159038
1039,1895.5697194264326
1040,2752.8062614528803
1041,3108.401470557451
1042,351.6473486383717
1043,6267.376453421391
1044,2269.5251045841305
1045,1901.8123649823037
1046,291.25323560509236
1047,868.8766912655503
1048,2592.116947501026
1049,3180.357179587308
1050,1050.166151179825
1051,1902.827648455231
1052,435.91044957493267
1053,3406.426897556714
1054,1222.3536944051334
1055,2404.088747304244
1056,2529.3771720905115
1057,2320.202168347531
1058,3142.288786165824
1059,1938.7294563877688
1060,2017.594355420296
1061,2220.9019683730894
1062,2408.229016105871
1063,522.095459097111
1064,-10.279316841717755
1065,6469.809694161895
1066,545.7908745746525
1067,3418.721662807529
1068,4514.98821659853
1069,108.5755626142748
1070,735.9980950065201
1071,1942.6552860923302
1072,1476.4903396665227
1073,1588.0143582457438
1074,4666.431730722409
1075,3698.7661301354265
1076,830.8853627111978
1077,1842.8977228484832
1078,1435.9496667952756
1079,1114.8969267610744
1080,1680.5953610678623
1081,1549.6012471784009
1082,322.21215292910966
1083,4032.8973275274675
1084,1159.322442337347
1085,1931.161968198559
1086,1937.862694224102
1087,1354.0531697692495
1088,2693.8771162449425
1089,1090.0586959331981
1090,3629.657115204987
1091,1836.7758576073236
1092,4337.202981944684
1093,2965.9035282600503
1094,1075.6257870995335
1095,2372.3112860653773
1096,863.2548826722759
1097,1085.8075871102074
1098,4080.604031826604
1099,1435.646610044656
1100,2478.542651537029
1101,1531.060856026066
1102,1669.0592659916715
1103,675.9199569881506
1104,711.2367095459405
1105,1577.5569576747446
1106,1083.3390060400502
1107,2632.2052865284068
1108,241.36588978072166
1109,2758.302383006871
1110,1693.727813485556
1111,2800.9897581094856
1112,713.7543997132861
1113,3170.024997012575
1114,1901.706578410447
1115,4298.07479128297
1116,2793.302517335775
1117,1825.1943648790225
1118,3321.9899506495008
1119,4562.011488930335
1120,5071.627793135899
1121,2898.467849626614
1122,4018.53346721
1123,3524.772541647619
1124,3306.674800814156
1125,2576.5470607105744
1126,423.6239902926545
1127,823.7036426871371
1128,1401.1626746694976
1129,2301.9493670205106
1130,3894.4143279535156
1131,996.4864782442219
1132,1365.926946434182
1133,3560.787902087756
1134,360.52177618941226
1135,1992.7822634612198
1136,2171.370567427812
1137,5004.454693046203
1138,1196.4832774147233
1139,3016.5174253404857
1140,1828.5092265795683
1141,1607.905432648538
1142,821.4001207609921
1143,2305.6614134991773
1144,2401.400239816576
1145,332.8472223142263
1146,2251.299574884444
1147,489.28596723528904
1148,1678.2839598295398
1149,530.3741778591244
1150,3140.762869233862
1151,492.2021031461128
1152,3513.1879251819237
1153,629.6371939933059
1154,2930.7974874861507
1155,2523.2539982079347
1156,3177.520964117522
1157,3259.6993983908533
1158,1559.3921841519305
1159,2432.597466380863
1160,923.0964821805773
1161,3465.500184187843
1162,3939.1199479226034
1163,1988.038029222619
1164,447.10325367453737
1165,1879.6251241304853
1166,5016.993355388829
1167,1177.1476204497192
1168,1962.0951854936877
1169,1972.5950543911056
1170,2473.730363908156
1171,4329.5759109096025
1172,2982.7025048278115
1173,1720.005779930245
1174,1384.5081736099282
1175,2290.699413177381
1176,767.8315359920966
1177,560.4075681970542
1178,2927.857378608242
1179,3133.319502918939
1180,1736.9266470302373
1181,2265.932631282384
1182,2394.9688232533267
1183,2811.574069386177
1184,2791.7452277323227
1185,674.767949117984
1186,2030.9430692108517
1187,2547.1635506002967
1188,2912.5225173664644
1189,927.0034033398613
1190,981.2689812096468
1191,533.0148686797717
1192,3899.9421850009667
1193,3592.615655694884
1194,7078.990034580626
1195,346.6474122142257
1196,279.50217465476334
1197,816.5720208231264
1198,856.411231767295
1199,1704.219659281273
1200,2386.904817741012
1201,2374.871930157108
1202,2467.2702623078326
1203,2497.4467754139955
1204,1012.6906606400403
1205,1778.2656087519342
1206,2267.943172617786
1207,3217.51558304264
1208,774.6510467455857
1209,1777.747721154395
1210,3366.07032896004
1211,2907.753505368941
1212,640.837698540206
1213,2333.6394415912246
1214,2505.3416801989715
1215,1362.3284950948632
1216,4253.754754231284
1217,1199.3610227754484
1218,1885.921200392791
1219,1771.9121373000264
1220,1312.1764265343515
1221,5393.527386198821
1222,2322.0682891006445
1223,1448.3878255112434
1224,344.45401889540346
1225,2977.8339043965016
1226,2449.2788834150256
1227,1476.4494013968754
1228,1567.3406615320341
1229,1053.7454035508058
1230,792.9315527049881
1231,1642.811764890129
1232,3653.633975487348
1233,247.4409199240479
1234,266.0119563945309
1235,2786.5384599475897
1236,2915.438845091541
1237,2667.4664083740117
1238,1141.4681309750417
1239,4152.86853139066
1240,2397.844479243763
1241,3245.5745945991976
1242,2256.1064637804466
1243,3023.3999834263973
1244,5240.090999087805
1245,2663.4380840953017
1246,2114.433347326264
1247,955.6385574940983
1248,4431.858106119236
1249,2193.1713884590276
1250,223.5962832467589
1251,3446.4732024988884
1252,1500.5431902437724
1253,1246.0174263558845
1254,1647.5658337043099
1255,4475.05266544754
1256,556.2288843499717
1257,2351.789467358108
1258,6006.452134917941
1259,355.890364827972
1260,2873.6324494386513
1261,2881.3016122516406
1262,2903.540610563235
1263,1249.0703557364106
1264,455.4663755445333
1265,1706.3995317501501
1266,2792.874527929176
1267,2058.657652432626
1268,5876.017213203624
1269,623.8778492943379
1270,516.1355378983993
1271,1620.2633537125755
1272,1499.5137394427788
1273,321.1709244789868
1274,2761.2400004244446
1275,6428.805312157836
1276,2965.704456684164
1277,3005.7406848308733
1278,1911.6746640589104
1279,1049.9430416578818
1280,1995.588390094894
1281,3089.0623345373656
1282,3275.655134488653
1283,737.0056729490631
1284,5545.167968623212
1285,1157.772225264929
1286,3531.8379994741667
1287,24.40492451021398
1288,1030.2668089766464
1289,1282.0128610068327
1290,3079.957646336077
1291,1769.5907137724914
1292,1645.0195375011588
1293,2435.260921357054
1294,-40.77014236189625
1295,827.9497529517491
1296,1930.7001044879055
1297,1621.3116290809744
1298,767.5769073974096
1299,2682.97305347617
1300,1252.6673567050716
1301,477.48136396008306
1302,5306.422990772117
1303,2069.38036196015
1304,1807.8991013410428
1305,300.422777861289
1306,657.9395740419856
1307,1023.4477229467441
1308,4628.817042738204
1309,1721.227866786779
1310,691.1509737373989
1311,5239.764487213311
